CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021
45140,,40021,"Cherokee County, OK",County or equivalent,46987,46992,47126,47702,47989,47870,48240,48376,48791,48891,48607,48657,47078,47081,47627
23500,,45021,"Cherokee County, SC",County or equivalent,55342,55488,55535,55705,55822,56056,56351,56512,56683,56913,57069,57300,56216,56179,56052
27380,,48073,"Cherokee County, TX",County or equivalent,50845,50834,50941,51090,51277,51093,51189,51568,51879,52116,52381,52646,50412,50477,51097
47260,,51550,"Chesapeake city, VA",County or equivalent,222209,222311,223556,225361,228091,230327,233360,235111,237464,240143,242359,244835,249422,249679,251269
28300,,33005,"Cheshire County, NH",County or equivalent,77117,77122,77058,76933,76902,76712,76426,76288,75975,75963,75901,76085,76458,76501,77329
37980,33874,42029,"Chester County, PA",County or equivalent,498886,499133,499925,503462,506089,509105,512770,515055,516767,518901,522086,524989,534413,534645,538649
16740,,45023,"Chester County, SC",County or equivalent,33140,33159,33163,32883,32703,32737,32441,32410,32297,32299,32304,32244,32294,32276,32209
27180,,47023,"Chester County, TN",County or equivalent,17131,17145,17194,17150,17076,17116,17136,17123,17130,17154,17245,17297,17341,17347,17504
40060,,51041,"Chesterfield County, VA",County or equivalent,316236,316240,317198,320307,323880,327612,332093,334915,338479,343276,348281,352802,364548,365566,370688
13820,,1021,"Chilton County, AL",County or equivalent,43643,43632,43653,43689,43582,43628,43760,43700,43866,44120,44163,44428,45014,45024,45274
42300,,26033,"Chippewa County, MI",County or equivalent,38520,38672,38616,38890,38993,38569,38254,37973,37683,37679,37461,37349,36785,36744,36816
20740,,55017,"Chippewa County, WI",County or equivalent,62415,62502,62638,62948,63053,63088,63333,63421,63523,63747,64109,64658,66297,66279,66865
33460,,27025,"Chisago County, MN",County or equivalent,53887,53890,53904,53760,53465,53660,53798,54129,54638,55257,55972,56579,56621,56670,57469
15540,,50007,"Chittenden County, VT",County or equivalent,156545,156535,156769,158033,158673,159432,159945,161293,161563,163031,163571,163774,168323,168289,168865
45380,,17021,"Christian County, IL",County or equivalent,34800,34795,34763,34702,34518,34148,33813,33463,33230,33007,32653,32304,34032,33900,33662
